fips,state,state_abbr,region,year,disease,age_group,cases,population,rate
17,Illinois,IL,Midwest,2016,Gonorrhea,15-29,15788.0,2621306.0,602.3
17,Illinois,IL,Midwest,2016,P&S Syphilis,15-29,559.0,2621306.0,21.3
17,Illinois,IL,Midwest,2017,Chlamydia,15-29,62366.0,2599452.0,2399.2
17,Illinois,IL,Midwest,2017,Gonorrhea,15-29,17261.0,2599452.0,664.0
17,Illinois,IL,Midwest,2017,P&S Syphilis,15-29,532.0,2599452.0,20.5
17,Illinois,IL,Midwest,2018,Chlamydia,15-29,63378.0,2572779.0,2463.4
17,Illinois,IL,Midwest,2018,Gonorrhea,15-29,18156.0,2572779.0,705.7
17,Illinois,IL,Midwest,2018,P&S Syphilis,15-29,624.0,2572779.0,24.3
17,Illinois,IL,Midwest,2019,Chlamydia,15-29,65780.0,2549830.0,2579.8
17,Illinois,IL,Midwest,2019,Gonorrhea,15-29,20418.0,2549830.0,800.8
17,Illinois,IL,Midwest,2019,P&S Syphilis,15-29,627.0,2549830.0,24.6
17,Illinois,IL,Midwest,2020,Chlamydia,15-29,55649.0,2547269.0,2184.7
17,Illinois,IL,Midwest,2020,Gonorrhea,15-29,21478.0,2547269.0,843.2
17,Illinois,IL,Midwest,2020,P&S Syphilis,15-29,592.0,2547269.0,23.2
17,Illinois,IL,Midwest,2021,Chlamydia,15-29,56085.0,2501703.0,2241.9
17,Illinois,IL,Midwest,2021,Gonorrhea,15-29,19756.0,2501703.0,789.7
17,Illinois,IL,Midwest,2021,P&S Syphilis,15-29,594.0,2501703.0,23.7
17,Illinois,IL,Midwest,2022,Chlamydia,15-29,54895.0,2508699.0,2188.2
17,Illinois,IL,Midwest,2022,Gonorrhea,15-29,16605.0,2508699.0,661.9
17,Illinois,IL,Midwest,2022,P&S Syphilis,15-29,540.0,2508699.0,21.5
17,Illinois,IL,Midwest,2023,Chlamydia,15-29,53022.0,2474700.0,2142.6
17,Illinois,IL,Midwest,2023,Gonorrhea,15-29,15538.0,2474700.0,627.9
17,Illinois,IL,Midwest,2023,P&S Syphilis,15-29,518.0,2474700.0,20.9
18,Indiana,IN,Midwest,2013,Chlamydia,15-29,24337.0,1359392.0,1790.3
18,Indiana,IN,Midwest,2013,Gonorrhea,15-29,5622.0,1359392.0,413.6
18,Indiana,IN,Midwest,2013,P&S Syphilis,15-29,119.0,1359392.0,8.8
18,Indiana,IN,Midwest,2014,Chlamydia,15-29,24607.0,1366546.0,1800.7
18,Indiana,IN,Midwest,2014,Gonorrhea,15-29,5630.0,1366546.0,412.0
18,Indiana,IN,Midwest,2014,P&S Syphilis,15-29,91.0,1366546.0,6.7
18,Indiana,IN,Midwest,2015,Chlamydia,15-29,24649.0,1369746.0,1799.5
18,Indiana,IN,Midwest,2015,Gonorrhea,15-29,6009.0,1369746.0,438.7
18,Indiana,IN,Midwest,2015,P&S Syphilis,15-29,133.0,1369746.0,9.7
18,Indiana,IN,Midwest,2016,Chlamydia,15-29,26258.0,1377975.0,1905.5
18,Indiana,IN,Midwest,2016,Gonorrhea,15-29,7006.0,1377975.0,508.4
18,Indiana,IN,Midwest,2016,P&S Syphilis,15-29,163.0,1377975.0,11.8
18,Indiana,IN,Midwest,2017,Chlamydia,15-29,29119.0,1381914.0,2107.1
18,Indiana,IN,Midwest,2017,Gonorrhea,15-29,8672.0,1381914.0,627.5
18,Indiana,IN,Midwest,2017,P&S Syphilis,15-29,179.0,1381914.0,13.0
18,Indiana,IN,Midwest,2018,Chlamydia,15-29,29434.0,1389624.0,2118.1
18,Indiana,IN,Midwest,2018,Gonorrhea,15-29,8567.0,1389624.0,616.5
18,Indiana,IN,Midwest,2018,P&S Syphilis,15-29,182.0,1389624.0,13.1
18,Indiana,IN,Midwest,2019,Chlamydia,15-29,29651.0,1394848.0,2125.8
18,Indiana,IN,Midwest,2019,Gonorrhea,15-29,8199.0,1394848.0,587.8
18,Indiana,IN,Midwest,2019,P&S Syphilis,15-29,162.0,1394848.0,11.6
18,Indiana,IN,Midwest,2020,Chlamydia,15-29,27836.0,1389231.0,2003.7
18,Indiana,IN,Midwest,2020,Gonorrhea,15-29,9768.0,1389231.0,703.1
18,Indiana,IN,Midwest,2020,P&S Syphilis,15-29,238.0,1389231.0,17.1
18,Indiana,IN,Midwest,2021,Chlamydia,15-29,28489.0,1390245.0,2049.2
18,Indiana,IN,Midwest,2021,Gonorrhea,15-29,9514.0,1390245.0,684.3
18,Indiana,IN,Midwest,2021,P&S Syphilis,15-29,316.0,1390245.0,22.7
18,Indiana,IN,Midwest,2022,Chlamydia,15-29,27016.0,1404399.0,1923.7
18,Indiana,IN,Midwest,2022,Gonorrhea,15-29,7866.0,1404399.0,560.1
18,Indiana,IN,Midwest,2022,P&S Syphilis,15-29,254.0,1404399.0,18.1
18,Indiana,IN,Midwest,2023,Chlamydia,15-29,26532.0,1392598.0,1905.2
18,Indiana,IN,Midwest,2023,Gonorrhea,15-29,6168.0,1392598.0,442.9
18,Indiana,IN,Midwest,2023,P&S Syphilis,15-29,192.0,1392598.0,13.8
19,Iowa,IA,Midwest,2013,Chlamydia,15-29,9550.0,635351.0,1503.1
19,Iowa,IA,Midwest,2013,Gonorrhea,15-29,1131.0,635351.0,178.0
19,Iowa,IA,Midwest,2013,P&S Syphilis,15-29,39.0,635351.0,6.1
19,Iowa,IA,Midwest,2014,Chlamydia,15-29,10157.0,639017.0,1589.5
19,Iowa,IA,Midwest,2014,Gonorrhea,15-29,1233.0,639017.0,193.0
19,Iowa,IA,Midwest,2014,P&S Syphilis,15-29,32.0,639017.0,5.0
19,Iowa,IA,Midwest,2015,Chlamydia,15-29,10355.0,639940.0,1618.1
19,Iowa,IA,Midwest,2015,Gonorrhea,15-29,1641.0,639940.0,256.4
19,Iowa,IA,Midwest,2015,P&S Syphilis,15-29,33.0,639940.0,5.2
19,Iowa,IA,Midwest,2016,Chlamydia,15-29,10953.0,640773.0,1709.3
19,Iowa,IA,Midwest,2016,Gonorrhea,15-29,1806.0,640773.0,281.8
19,Iowa,IA,Midwest,2016,P&S Syphilis,15-29,35.0,640773.0,5.5
19,Iowa,IA,Midwest,2017,Chlamydia,15-29,11582.0,642919.0,1801.5
19,Iowa,IA,Midwest,2017,Gonorrhea,15-29,2490.0,642919.0,387.3
19,Iowa,IA,Midwest,2017,P&S Syphilis,15-29,42.0,642919.0,6.5
19,Iowa,IA,Midwest,2018,Chlamydia,15-29,12229.0,642721.0,1902.7
19,Iowa,IA,Midwest,2018,Gonorrhea,15-29,3086.0,642721.0,480.1
19,Iowa,IA,Midwest,2018,P&S Syphilis,15-29,42.0,642721.0,6.5
19,Iowa,IA,Midwest,2019,Chlamydia,15-29,13314.0,642461.0,2072.3
19,Iowa,IA,Midwest,2019,Gonorrhea,15-29,3383.0,642461.0,526.6
19,Iowa,IA,Midwest,2019,P&S Syphilis,15-29,64.0,642461.0,10.0
19,Iowa,IA,Midwest,2020,Chlamydia,15-29,12396.0,645932.0,1919.1
19,Iowa,IA,Midwest,2020,Gonorrhea,15-29,4282.0,645932.0,662.9
19,Iowa,IA,Midwest,2020,P&S Syphilis,15-29,90.0,645932.0,13.9
19,Iowa,IA,Midwest,2021,Chlamydia,15-29,12617.0,647716.0,1947.9
19,Iowa,IA,Midwest,2021,Gonorrhea,15-29,3754.0,647716.0,579.6
19,Iowa,IA,Midwest,2021,P&S Syphilis,15-29,135.0,647716.0,20.8
19,Iowa,IA,Midwest,2022,Chlamydia,15-29,11806.0,658364.0,1793.2
19,Iowa,IA,Midwest,2022,Gonorrhea,15-29,2635.0,658364.0,400.2
19,Iowa,IA,Midwest,2022,P&S Syphilis,15-29,107.0,658364.0,16.3
19,Iowa,IA,Midwest,2023,Chlamydia,15-29,10731.0,651473.0,1647.2
19,Iowa,IA,Midwest,2023,Gonorrhea,15-29,2162.0,651473.0,331.9
19,Iowa,IA,Midwest,2023,P&S Syphilis,15-29,104.0,651473.0,16.0
20,Kansas,KS,Midwest,2013,Chlamydia,15-29,9592.0,609920.0,1572.7
20,Kansas,KS,Midwest,2013,Gonorrhea,15-29,1624.0,609920.0,266.3
20,Kansas,KS,Midwest,2013,P&S Syphilis,15-29,26.0,609920.0,4.3
20,Kansas,KS,Midwest,2014,Chlamydia,15-29,9586.0,610955.0,1569.0
20,Kansas,KS,Midwest,2014,Gonorrhea,15-29,1943.0,610955.0,318.0
20,Kansas,KS,Midwest,2014,P&S Syphilis,15-29,26.0,610955.0,4.3
20,Kansas,KS,Midwest,2015,Chlamydia,15-29,9910.0,613489.0,1615.4
20,Kansas,KS,Midwest,2015,Gonorrhea,15-29,1779.0,613489.0,290.0
20,Kansas,KS,Midwest,2015,P&S Syphilis,15-29,44.0,613489.0,7.2
20,Kansas,KS,Midwest,2016,Chlamydia,15-29,10424.0,611803.0,1703.8
20,Kansas,KS,Midwest,2016,Gonorrhea,15-29,2327.0,611803.0,380.4
20,Kansas,KS,Midwest,2016,P&S Syphilis,15-29,52.0,611803.0,8.5
20,Kansas,KS,Midwest,2017,Chlamydia,15-29,11559.0,609008.0,1898.0
20,Kansas,KS,Midwest,2017,Gonorrhea,15-29,3136.0,609008.0,514.9
20,Kansas,KS,Midwest,2017,P&S Syphilis,15-29,60.0,609008.0,9.9
20,Kansas,KS,Midwest,2018,Chlamydia,15-29,12094.0,609903.0,1982.9
20,Kansas,KS,Midwest,2018,Gonorrhea,15-29,3575.0,609903.0,586.2
20,Kansas,KS,Midwest,2018,P&S Syphilis,15-29,78.0,609903.0,12.8
20,Kansas,KS,Midwest,2019,Chlamydia,15-29,12880.0,609031.0,2114.8
20,Kansas,KS,Midwest,2019,Gonorrhea,15-29,3356.0,609031.0,551.0
20,Kansas,KS,Midwest,2019,P&S Syphilis,15-29,81.0,609031.0,13.3
20,Kansas,KS,Midwest,2020,Chlamydia,15-29,12305.0,608534.0,2022.1
20,Kansas,KS,Midwest,2020,Gonorrhea,15-29,3772.0,608534.0,619.9
20,Kansas,KS,Midwest,2020,P&S Syphilis,15-29,67.0,608534.0,11.0
20,Kansas,KS,Midwest,2021,Chlamydia,15-29,12262.0,608588.0,2014.8
20,Kansas,KS,Midwest,2021,Gonorrhea,15-29,3588.0,608588.0,589.6
20,Kansas,KS,Midwest,2021,P&S Syphilis,15-29,119.0,608588.0,19.6
20,Kansas,KS,Midwest,2022,Chlamydia,15-29,11389.0,619607.0,1838.1
20,Kansas,KS,Midwest,2022,Gonorrhea,15-29,3125.0,619607.0,504.4
20,Kansas,KS,Midwest,2022,P&S Syphilis,15-29,138.0,619607.0,22.3
20,Kansas,KS,Midwest,2023,Chlamydia,15-29,10698.0,613855.0,1742.8
20,Kansas,KS,Midwest,2023,Gonorrhea,15-29,2709.0,613855.0,441.3
20,Kansas,KS,Midwest,2023,P&S Syphilis,15-29,124.0,613855.0,20.2
21,Kentucky,KY,South,2013,Chlamydia,15-29,14757.0,881927.0,1673.3
21,Kentucky,KY,South,2013,Gonorrhea,15-29,3126.0,881927.0,354.5
21,Kentucky,KY,South,2013,P&S Syphilis,15-29,62.0,881927.0,7.0
21,Kentucky,KY,South,2014,Chlamydia,15-29,15060.0,884085.0,1703.5
21,Kentucky,KY,South,2014,Gonorrhea,15-29,3207.0,884085.0,362.7
21,Kentucky,KY,South,2014,P&S Syphilis,15-29,65.0,884085.0,7.4
21,Kentucky,KY,South,2015,Chlamydia,15-29,14962.0,888391.0,1684.2
21,Kentucky,KY,South,2015,Gonorrhea,15-29,3340.0,888391.0,376.0
21,Kentucky,KY,South,2015,P&S Syphilis,15-29,57.0,888391.0,6.4
21,Kentucky,KY,South,2016,Chlamydia,15-29,15618.0,892976.0,1749.0
21,Kentucky,KY,South,2016,Gonorrhea,15-29,3906.0,892976.0,437.4
21,Kentucky,KY,South,2016,P&S Syphilis,15-29,94.0,892976.0,10.5
21,Kentucky,KY,South,2017,Chlamydia,15-29,16455.0,897189.0,1834.1
21,Kentucky,KY,South,2017,Gonorrhea,15-29,4987.0,897189.0,555.8
21,Kentucky,KY,South,2017,P&S Syphilis,15-29,113.0,897189.0,12.6
21,Kentucky,KY,South,2018,Chlamydia,15-29,16237.0,896213.0,1811.7
21,Kentucky,KY,South,2018,Gonorrhea,15-29,4808.0,896213.0,536.5
21,Kentucky,KY,South,2018,P&S Syphilis,15-29,158.0,896213.0,17.6
21,Kentucky,KY,South,2019,Chlamydia,15-29,17331.0,893279.0,1940.2
21,Kentucky,KY,South,2019,Gonorrhea,15-29,4692.0,893279.0,525.3
21,Kentucky,KY,South,2019,P&S Syphilis,15-29,154.0,893279.0,17.2
21,Kentucky,KY,South,2020,Chlamydia,15-29,15266.0,890336.0,1714.6
21,Kentucky,KY,South,2020,Gonorrhea,15-29,5322.0,890336.0,597.8
21,Kentucky,KY,South,2020,P&S Syphilis,15-29,161.0,890336.0,18.1
21,Kentucky,KY,South,2021,Chlamydia,15-29,14781.0,887940.0,1664.6
21,Kentucky,KY,South,2021,Gonorrhea,15-29,5069.0,887940.0,570.9
21,Kentucky,KY,South,2021,P&S Syphilis,15-29,171.0,887940.0,19.3
21,Kentucky,KY,South,2022,Chlamydia,15-29,14593.0,888615.0,1642.2
21,Kentucky,KY,South,2022,Gonorrhea,15-29,4144.0,888615.0,466.3
21,Kentucky,KY,South,2022,P&S Syphilis,15-29,227.0,888615.0,25.5
21,Kentucky,KY,South,2023,Chlamydia,15-29,13334.0,882195.0,1511.5
21,Kentucky,KY,South,2023,Gonorrhea,15-29,3591.0,882195.0,407.1
21,Kentucky,KY,South,2023,P&S Syphilis,15-29,175.0,882195.0,19.8
22,Louisiana,LA,South,2013,Chlamydia,15-29,25190.0,992260.0,2538.6
22,Louisiana,LA,South,2013,Gonorrhea,15-29,7230.0,992260.0,728.6
22,Louisiana,LA,South,2013,P&S Syphilis,15-29,249.0,992260.0,25.1
22,Louisiana,LA,South,2014,Chlamydia,15-29,25135.0,989056.0,2541.3
22,Louisiana,LA,South,2014,Gonorrhea,15-29,7344.0,989056.0,742.5
22,Louisiana,LA,South,2014,P&S Syphilis,15-29,340.0,989056.0,34.4
22,Louisiana,LA,South,2015,Chlamydia,15-29,27895.0,985437.0,2830.7
22,Louisiana,LA,South,2015,Gonorrhea,15-29,8299.0,985437.0,842.2
22,Louisiana,LA,South,2015,P&S Syphilis,15-29,460.0,985437.0,46.7
22,Louisiana,LA,South,2016,Chlamydia,15-29,27295.0,977820.0,2791.4
22,Louisiana,LA,South,2016,Gonorrhea,15-29,8383.0,977820.0,857.3
22,Louisiana,LA,South,2016,P&S Syphilis,15-29,470.0,977820.0,48.1
22,Louisiana,LA,South,2017,Chlamydia,15-29,29651.0,962874.0,3079.4
22,Louisiana,LA,South,2017,Gonorrhea,15-29,9216.0,962874.0,957.1
22,Louisiana,LA,South,2017,P&S Syphilis,15-29,391.0,962874.0,40.6
22,Louisiana,LA,South,2018,Chlamydia,15-29,30948.0,948212.0,3263.8
22,Louisiana,LA,South,2018,Gonorrhea,15-29,8990.0,948212.0,948.1
22,Louisiana,LA,South,2018,P&S Syphilis,15-29,368.0,948212.0,38.8
22,Louisiana,LA,South,2019,Chlamydia,15-29,30600.0,932514.0,3281.5
22,Louisiana,LA,South,2019,Gonorrhea,15-29,9221.0,932514.0,988.8
22,Louisiana,LA,South,2019,P&S Syphilis,15-29,360.0,932514.0,38.6
22,Louisiana,LA,South,2020,Chlamydia,15-29,27836.0,919240.0,3028.2
22,Louisiana,LA,South,2020,Gonorrhea,15-29,11228.0,919240.0,1221.4
22,Louisiana,LA,South,2020,P&S Syphilis,15-29,364.0,919240.0,39.6
22,Louisiana,LA,South,2021,Chlamydia,15-29,28152.0,902358.0,3119.8
22,Louisiana,LA,South,2021,Gonorrhea,15-29,11925.0,902358.0,1321.5
22,Louisiana,LA,South,2021,P&S Syphilis,15-29,465.0,902358.0,51.5
22,Louisiana,LA,South,2022,Chlamydia,15-29,29839.0,908726.0,3283.6
22,Louisiana,LA,South,2022,Gonorrhea,15-29,10677.0,908726.0,1174.9
22,Louisiana,LA,South,2022,P&S Syphilis,15-29,512.0,908726.0,56.3
22,Louisiana,LA,South,2023,Chlamydia,15-29,29595.0,892504.0,3316.0
22,Louisiana,LA,South,2023,Gonorrhea,15-29,9375.0,892504.0,1050.4
22,Louisiana,LA,South,2023,P&S Syphilis,15-29,509.0,892504.0,57.0
23,Maine,ME,Northeast,2013,Chlamydia,15-29,2969.0,238549.0,1244.6
23,Maine,ME,Northeast,2013,Gonorrhea,15-29,154.0,238549.0,64.6
23,Maine,ME,Northeast,2013,P&S Syphilis,15-29,0.0,238549.0,0.0
23,Maine,ME,Northeast,2014,Chlamydia,15-29,3043.0,239198.0,1272.2
23,Maine,ME,Northeast,2014,Gonorrhea,15-29,156.0,239198.0,65.2
23,Maine,ME,Northeast,2014,P&S Syphilis,15-29,6.0,239198.0,2.5
23,Maine,ME,Northeast,2015,Chlamydia,15-29,3323.0,237308.0,1400.3
23,Maine,ME,Northeast,2015,Gonorrhea,15-29,276.0,237308.0,116.3
23,Maine,ME,Northeast,2015,P&S Syphilis,15-29,5.0,237308.0,2.1
23,Maine,ME,Northeast,2016,Chlamydia,15-29,3474.0,236508.0,1468.9
23,Maine,ME,Northeast,2016,Gonorrhea,15-29,285.0,236508.0,120.5
23,Maine,ME,Northeast,2016,P&S Syphilis,15-29,18.0,236508.0,7.6
23,Maine,ME,Northeast,2017,Chlamydia,15-29,3748.0,234742.0,1596.6
23,Maine,ME,Northeast,2017,Gonorrhea,15-29,338.0,234742.0,144.0
23,Maine,ME,Northeast,2017,P&S Syphilis,15-29,26.0,234742.0,11.1
23,Maine,ME,Northeast,2018,Chlamydia,15-29,2942.0,234252.0,1255.9
23,Maine,ME,Northeast,2018,Gonorrhea,15-29,411.0,234252.0,175.5
23,Maine,ME,Northeast,2018,P&S Syphilis,15-29,28.0,234252.0,12.0
23,Maine,ME,Northeast,2019,Chlamydia,15-29,1381.0,233183.0,592.2
23,Maine,ME,Northeast,2019,Gonorrhea,15-29,292.0,233183.0,125.2
23,Maine,ME,Northeast,2019,P&S Syphilis,15-29,23.0,233183.0,9.9
23,Maine,ME,Northeast,2020,Chlamydia,15-29,1221.0,233817.0,522.2
23,Maine,ME,Northeast,2020,Gonorrhea,15-29,307.0,233817.0,131.3
23,Maine,ME,Northeast,2020,P&S Syphilis,15-29,9.0,233817.0,3.8
23,Maine,ME,Northeast,2021,Chlamydia,15-29,766.0,154426.0,496.0
23,Maine,ME,Northeast,2021,Gonorrhea,15-29,146.0,154426.0,94.5
23,Maine,ME,Northeast,2021,P&S Syphilis,15-29,8.0,154426.0,5.2
23,Maine,ME,Northeast,2022,Chlamydia,15-29,805.0,237392.0,339.1
23,Maine,ME,Northeast,2022,Gonorrhea,15-29,280.0,237392.0,117.9
23,Maine,ME,Northeast,2022,P&S Syphilis,15-29,23.0,237392.0,9.7
23,Maine,ME,Northeast,2023,Chlamydia,15-29,892.0,237856.0,375.0
23,Maine,ME,Northeast,2023,Gonorrhea,15-29,262.0,237856.0,110.2
23,Maine,ME,Northeast,2023,P&S Syphilis,15-29,14.0,237856.0,5.9
24,Maryland,MD,South,2013,Chlamydia,15-29,22841.0,1205096.0,1895.4
24,Maryland,MD,South,2013,Gonorrhea,15-29,4475.0,1205096.0,371.3
24,Maryland,MD,South,2013,P&S Syphilis,15-29,229.0,1205096.0,19.0
24,Maryland,MD,South,2014,Chlamydia,15-29,23300.0,1202420.0,1937.8
24,Maryland,MD,South,2014,Gonorrhea,15-29,4398.0,1202420.0,365.8
24,Maryland,MD,South,2014,P&S Syphilis,15-29,219.0,1202420.0,18.2
24,Maryland,MD,South,2015,Chlamydia,15-29,23083.0,1198938.0,1925.3
24,Maryland,MD,South,2015,Gonorrhea,15-29,5001.0,1198938.0,417.1
24,Maryland,MD,South,2015,P&S Syphilis,15-29,235.0,1198938.0,19.6
24,Maryland,MD,South,2016,Chlamydia,15-29,25690.0,1191283.0,2156.5
24,Maryland,MD,South,2016,Gonorrhea,15-29,6693.0,1191283.0,561.8
24,Maryland,MD,South,2016,P&S Syphilis,15-29,222.0,1191283.0,18.6
24,Maryland,MD,South,2017,Chlamydia,15-29,27733.0,1183239.0,2343.8
24,Maryland,MD,South,2017,Gonorrhea,15-29,7642.0,1183239.0,645.9
24,Maryland,MD,South,2017,P&S Syphilis,15-29,279.0,1183239.0,23.6
24,Maryland,MD,South,2018,Chlamydia,15-29,29157.0,1172909.0,2485.9
24,Maryland,MD,South,2018,Gonorrhea,15-29,6779.0,1172909.0,578.0
24,Maryland,MD,South,2018,P&S Syphilis,15-29,319.0,1172909.0,27.2
24,Maryland,MD,South,2019,Chlamydia,15-29,30838.0,1163193.0,2651.2
24,Maryland,MD,South,2019,Gonorrhea,15-29,7207.0,1163193.0,619.6
24,Maryland,MD,South,2019,P&S Syphilis,15-29,397.0,1163193.0,34.1
24,Maryland,MD,South,2020,Chlamydia,15-29,26498.0,1169666.0,2265.4
24,Maryland,MD,South,2020,Gonorrhea,15-29,7747.0,1169666.0,662.3
24,Maryland,MD,South,2020,P&S Syphilis,15-29,343.0,1169666.0,29.3
24,Maryland,MD,South,2022,Chlamydia,15-29,23642.0,1157574.0,2042.4
24,Maryland,MD,South,2022,Gonorrhea,15-29,6904.0,1157574.0,596.4
24,Maryland,MD,South,2022,P&S Syphilis,15-29,242.0,1157574.0,20.9
24,Maryland,MD,South,2023,Chlamydia,15-29,11343.0,1143090.0,992.3
24,Maryland,MD,South,2023,Gonorrhea,15-29,5506.0,1143090.0,481.7
24,Maryland,MD,South,2023,P&S Syphilis,15-29,298.0,1143090.0,26.1
25,Massachusetts,MA,Northeast,2013,Chlamydia,15-29,19133.0,1429199.0,1338.7
25,Massachusetts,MA,Northeast,2013,Gonorrhea,15-29,1996.0,1429199.0,139.7
25,Massachusetts,MA,Northeast,2013,P&S Syphilis,15-29,117.0,1429199.0,8.2
25,Massachusetts,MA,Northeast,2014,Chlamydia,15-29,17313.0,1441891.0,1200.7
25,Massachusetts,MA,Northeast,2014,Gonorrhea,15-29,2503.0,1441891.0,173.6
25,Massachusetts,MA,Northeast,2014,P&S Syphilis,15-29,117.0,1441891.0,8.1
25,Massachusetts,MA,Northeast,2015,Chlamydia,15-29,19600.0,1445664.0,1355.8
25,Massachusetts,MA,Northeast,2015,Gonorrhea,15-29,2366.0,1445664.0,163.7
25,Massachusetts,MA,Northeast,2015,P&S Syphilis,15-29,154.0,1445664.0,10.7
25,Massachusetts,MA,Northeast,2016,Chlamydia,15-29,21767.0,1448599.0,1502.6
25,Massachusetts,MA,Northeast,2016,Gonorrhea,15-29,2921.0,1448599.0,201.6
25,Massachusetts,MA,Northeast,2016,P&S Syphilis,15-29,192.0,1448599.0,13.3
25,Massachusetts,MA,Northeast,2017,Chlamydia,15-29,23759.0,1451602.0,1636.7
25,Massachusetts,MA,Northeast,2017,Gonorrhea,15-29,4450.0,1451602.0,306.6
25,Massachusetts,MA,Northeast,2017,P&S Syphilis,15-29,225.0,1451602.0,15.5
25,Massachusetts,MA,Northeast,2018,Chlamydia,15-29,24253.0,1447592.0,1675.4
25,Massachusetts,MA,Northeast,2018,Gonorrhea,15-29,4658.0,1447592.0,321.8
25,Massachusetts,MA,Northeast,2018,P&S Syphilis,15-29,234.0,1447592.0,16.2
25,Massachusetts,MA,Northeast,2019,Chlamydia,15-29,24795.0,1439654.0,1722.3
25,Massachusetts,MA,Northeast,2019,Gonorrhea,15-29,4160.0,1439654.0,289.0
25,Massachusetts,MA,Northeast,2019,P&S Syphilis,15-29,242.0,1439654.0,16.8
25,Massachusetts,MA,Northeast,2020,Chlamydia,15-29,19623.0,1449896.0,1353.4
25,Massachusetts,MA,Northeast,2020,Gonorrhea,15-29,4342.0,1449896.0,299.5
25,Massachusetts,MA,Northeast,2020,P&S Syphilis,15-29,238.0,1449896.0,16.4
25,Massachusetts,MA,Northeast,2021,Chlamydia,15-29,20824.0,1422408.0,1464.0
25,Massachusetts,MA,Northeast,2021,Gonorrhea,15-29,4669.0,1422408.0,328.2
25,Massachusetts,MA,Northeast,2021,P&S Syphilis,15-29,252.0,1422408.0,17.7
25,Massachusetts,MA,Northeast,2022,Chlamydia,15-29,21249.0,1424847.0,1491.3
25,Massachusetts,MA,Northeast,2022,Gonorrhea,15-29,5127.0,1424847.0,359.8
25,Massachusetts,MA,Northeast,2022,P&S Syphilis,15-29,274.0,1424847.0,19.2
25,Massachusetts,MA,Northeast,2023,Chlamydia,15-29,21549.0,1408917.0,1529.5
25,Massachusetts,MA,Northeast,2023,Gonorrhea,15-29,5433.0,1408917.0,385.6
25,Massachusetts,MA,Northeast,2023,P&S Syphilis,15-29,236.0,1408917.0,16.8
26,Michigan,MI,Midwest,2013,Chlamydia,15-29,39298.0,2018637.0,1946.8
26,Michigan,MI,Midwest,2013,Gonorrhea,15-29,8418.0,2018637.0,417.0
26,Michigan,MI,Midwest,2013,P&S Syphilis,15-29,291.0,2018637.0,14.4
26,Michigan,MI,Midwest,2014,Chlamydia,15-29,38433.0,2028756.0,1894.4
26,Michigan,MI,Midwest,2014,Gonorrhea,15-29,7533.0,2028756.0,371.3
26,Michigan,MI,Midwest,2014,P&S Syphilis,15-29,237.0,2028756.0,11.7
26,Michigan,MI,Midwest,2015,Chlamydia,15-29,40049.0,2033784.0,1969.2
26,Michigan,MI,Midwest,2015,Gonorrhea,15-29,7930.0,2033784.0,389.9
26,Michigan,MI,Midwest,2015,P&S Syphilis,15-29,223.0,2033784.0,11.0
26,Michigan,MI,Midwest,2016,Chlamydia,15-29,39517.0,2041734.0,1935.5
26,Michigan,MI,Midwest,2016,Gonorrhea,15-29,9335.0,2041734.0,457.2
26,Michigan,MI,Midwest,2016,P&S Syphilis,15-29,213.0,2041734.0,10.4
26,Michigan,MI,Midwest,2017,Chlamydia,15-29,43443.0,2045889.0,2123.4
26,Michigan,MI,Midwest,2017,Gonorrhea,15-29,11612.0,2045889.0,567.6
26,Michigan,MI,Midwest,2017,P&S Syphilis,15-29,249.0,2045889.0,12.2
26,Michigan,MI,Midwest,2018,Chlamydia,15-29,43142.0,2038795.0,2116.1
26,Michigan,MI,Midwest,2018,Gonorrhea,15-29,11937.0,2038795.0,585.5
26,Michigan,MI,Midwest,2018,P&S Syphilis,15-29,314.0,2038795.0,15.4
26,Michigan,MI,Midwest,2019,Chlamydia,15-29,42074.0,2024136.0,2078.6
26,Michigan,MI,Midwest,2019,Gonorrhea,15-29,12902.0,2024136.0,637.4
26,Michigan,MI,Midwest,2019,P&S Syphilis,15-29,296.0,2024136.0,14.6
26,Michigan,MI,Midwest,2020,Chlamydia,15-29,37279.0,2008001.0,1856.5
26,Michigan,MI,Midwest,2020,Gonorrhea,15-29,16165.0,2008001.0,805.0
26,Michigan,MI,Midwest,2020,P&S Syphilis,15-29,328.0,2008001.0,16.3
26,Michigan,MI,Midwest,2021,Chlamydia,15-29,37100.0,1981528.0,1872.3
26,Michigan,MI,Midwest,2021,Gonorrhea,15-29,14414.0,1981528.0,727.4
26,Michigan,MI,Midwest,2021,P&S Syphilis,15-29,392.0,1981528.0,19.8
26,Michigan,MI,Midwest,2022,Chlamydia,15-29,34436.0,1989057.0,1731.3
26,Michigan,MI,Midwest,2022,Gonorrhea,15-29,10597.0,1989057.0,532.8
26,Michigan,MI,Midwest,2022,P&S Syphilis,15-29,343.0,1989057.0,17.2
26,Michigan,MI,Midwest,2023,Chlamydia,15-29,33988.0,1952390.0,1740.8
26,Michigan,MI,Midwest,2023,Gonorrhea,15-29,9935.0,1952390.0,508.9
26,Michigan,MI,Midwest,2023,P&S Syphilis,15-29,311.0,1952390.0,15.9
27,Minnesota,MN,Midwest,2013,Chlamydia,15-29,15895.0,1085590.0,1464.2
