fips,state,state_abbr,region,year,disease,age_group,cases,rate,population
34,New Jersey,NJ,Northeast,2021,Gonorrhea,20-24,3071,554.9,553453
34,New Jersey,NJ,Northeast,2021,Gonorrhea,25-29,2182,374.8,582194
34,New Jersey,NJ,Northeast,2021,P&S Syphilis,15-19,30,5.2,581952
34,New Jersey,NJ,Northeast,2021,P&S Syphilis,20-24,153,27.6,553453
34,New Jersey,NJ,Northeast,2021,P&S Syphilis,25-29,200,34.4,582194
35,New Mexico,NM,West,2021,Chlamydia,15-19,2727,1914.6,142432
35,New Mexico,NM,West,2021,Chlamydia,20-24,4196,2984.8,140579
35,New Mexico,NM,West,2021,Chlamydia,25-29,2412,1728.8,139519
35,New Mexico,NM,West,2021,Gonorrhea,15-19,453,318.0,142432
35,New Mexico,NM,West,2021,Gonorrhea,20-24,1064,756.9,140579
35,New Mexico,NM,West,2021,Gonorrhea,25-29,1066,764.0,139519
35,New Mexico,NM,West,2021,P&S Syphilis,15-19,22,15.4,142432
35,New Mexico,NM,West,2021,P&S Syphilis,20-24,81,57.6,140579
35,New Mexico,NM,West,2021,P&S Syphilis,25-29,139,99.6,139519
36,New York,NY,Northeast,2021,Chlamydia,15-19,20563,1701.7,1208380
36,New York,NY,Northeast,2021,Chlamydia,20-24,32717,2626.8,1245508
36,New York,NY,Northeast,2021,Chlamydia,25-29,20131,1462.1,1376855
36,New York,NY,Northeast,2021,Gonorrhea,15-19,4843,400.8,1208380
36,New York,NY,Northeast,2021,Gonorrhea,20-24,9768,784.3,1245508
36,New York,NY,Northeast,2021,Gonorrhea,25-29,9557,694.1,1376855
36,New York,NY,Northeast,2021,P&S Syphilis,15-19,119,9.8,1208380
36,New York,NY,Northeast,2021,P&S Syphilis,20-24,397,31.9,1245508
36,New York,NY,Northeast,2021,P&S Syphilis,25-29,613,44.5,1376855
37,North Carolina,NC,South,2021,Chlamydia,15-19,16110,2308.8,697765
37,North Carolina,NC,South,2021,Chlamydia,20-24,23999,3421.8,701356
37,North Carolina,NC,South,2021,Chlamydia,25-29,11834,1688.7,700776
37,North Carolina,NC,South,2021,Gonorrhea,15-19,4599,659.1,697765
37,North Carolina,NC,South,2021,Gonorrhea,20-24,8577,1222.9,701356
37,North Carolina,NC,South,2021,Gonorrhea,25-29,6050,863.3,700776
37,North Carolina,NC,South,2021,P&S Syphilis,15-19,76,10.9,697765
37,North Carolina,NC,South,2021,P&S Syphilis,20-24,303,43.2,701356
37,North Carolina,NC,South,2021,P&S Syphilis,25-29,378,53.9,700776
38,North Dakota,ND,Midwest,2021,Chlamydia,15-19,873,1710.5,51038
38,North Dakota,ND,Midwest,2021,Chlamydia,20-24,1520,2456.9,61867
38,North Dakota,ND,Midwest,2021,Chlamydia,25-29,731,1312.7,55687
38,North Dakota,ND,Midwest,2021,Gonorrhea,15-19,195,382.1,51038
38,North Dakota,ND,Midwest,2021,Gonorrhea,20-24,375,606.1,61867
38,North Dakota,ND,Midwest,2021,Gonorrhea,25-29,390,700.4,55687
38,North Dakota,ND,Midwest,2021,P&S Syphilis,15-19,3,5.9,51038
38,North Dakota,ND,Midwest,2021,P&S Syphilis,20-24,7,11.3,61867
38,North Dakota,ND,Midwest,2021,P&S Syphilis,25-29,12,21.5,55687
39,Ohio,OH,Midwest,2021,Chlamydia,15-19,15496,2025.7,764970
39,Ohio,OH,Midwest,2021,Chlamydia,20-24,20538,2744.0,748469
39,Ohio,OH,Midwest,2021,Chlamydia,25-29,9995,1298.8,769557
39,Ohio,OH,Midwest,2021,Gonorrhea,15-19,5033,657.9,764970
39,Ohio,OH,Midwest,2021,Gonorrhea,20-24,7983,1066.6,748469
39,Ohio,OH,Midwest,2021,Gonorrhea,25-29,5637,732.5,769557
39,Ohio,OH,Midwest,2021,P&S Syphilis,15-19,54,7.1,764970
39,Ohio,OH,Midwest,2021,P&S Syphilis,20-24,246,32.9,748469
39,Ohio,OH,Midwest,2021,P&S Syphilis,25-29,332,43.1,769557
40,Oklahoma,OK,South,2021,Chlamydia,15-19,5455,2004.6,272124
40,Oklahoma,OK,South,2021,Chlamydia,20-24,7682,2773.7,276959
40,Oklahoma,OK,South,2021,Chlamydia,25-29,3455,1294.5,266898
40,Oklahoma,OK,South,2021,Gonorrhea,15-19,1535,564.1,272124
40,Oklahoma,OK,South,2021,Gonorrhea,20-24,2729,985.3,276959
40,Oklahoma,OK,South,2021,Gonorrhea,25-29,1936,725.4,266898
40,Oklahoma,OK,South,2021,P&S Syphilis,15-19,52,19.1,272124
40,Oklahoma,OK,South,2021,P&S Syphilis,20-24,160,57.8,276959
40,Oklahoma,OK,South,2021,P&S Syphilis,25-29,241,90.3,266898
41,Oregon,OR,West,2021,Chlamydia,15-19,3220,1282.9,250994
41,Oregon,OR,West,2021,Chlamydia,20-24,5209,2004.1,259917
41,Oregon,OR,West,2021,Chlamydia,25-29,2858,992.0,288105
41,Oregon,OR,West,2021,Gonorrhea,15-19,427,170.1,250994
41,Oregon,OR,West,2021,Gonorrhea,20-24,1208,464.8,259917
41,Oregon,OR,West,2021,Gonorrhea,25-29,1246,432.5,288105
41,Oregon,OR,West,2021,P&S Syphilis,15-19,16,6.4,250994
41,Oregon,OR,West,2021,P&S Syphilis,20-24,114,43.9,259917
41,Oregon,OR,West,2021,P&S Syphilis,25-29,140,48.6,288105
42,Pennsylvania,PA,Northeast,2021,Chlamydia,15-19,13986,1704.8,820389
42,Pennsylvania,PA,Northeast,2021,Chlamydia,20-24,19333,2437.5,793149
42,Pennsylvania,PA,Northeast,2021,Chlamydia,25-29,9535,1158.0,823402
42,Pennsylvania,PA,Northeast,2021,Gonorrhea,15-19,3527,429.9,820389
42,Pennsylvania,PA,Northeast,2021,Gonorrhea,20-24,5136,647.5,793149
42,Pennsylvania,PA,Northeast,2021,Gonorrhea,25-29,3842,466.6,823402
42,Pennsylvania,PA,Northeast,2021,P&S Syphilis,15-19,62,7.6,820389
42,Pennsylvania,PA,Northeast,2021,P&S Syphilis,20-24,197,24.8,793149
42,Pennsylvania,PA,Northeast,2021,P&S Syphilis,25-29,293,35.6,823402
44,Rhode Island,RI,Northeast,2021,Chlamydia,15-19,1097,1499.8,73143
44,Rhode Island,RI,Northeast,2021,Chlamydia,20-24,1665,2200.0,75682
44,Rhode Island,RI,Northeast,2021,Chlamydia,25-29,913,1235.1,73921
44,Rhode Island,RI,Northeast,2021,Gonorrhea,15-19,180,246.1,73143
44,Rhode Island,RI,Northeast,2021,Gonorrhea,20-24,423,558.9,75682
44,Rhode Island,RI,Northeast,2021,Gonorrhea,25-29,385,520.8,73921
44,Rhode Island,RI,Northeast,2021,P&S Syphilis,15-19,10,13.7,73143
44,Rhode Island,RI,Northeast,2021,P&S Syphilis,20-24,28,37.0,75682
44,Rhode Island,RI,Northeast,2021,P&S Syphilis,25-29,43,58.2,73921
45,South Carolina,SC,South,2021,Chlamydia,15-19,9694,2926.3,331272
45,South Carolina,SC,South,2021,Chlamydia,20-24,13600,4118.7,330201
45,South Carolina,SC,South,2021,Chlamydia,25-29,6493,1975.0,328759
45,South Carolina,SC,South,2021,Gonorrhea,15-19,2868,865.8,331272
45,South Carolina,SC,South,2021,Gonorrhea,20-24,4802,1454.3,330201
45,South Carolina,SC,South,2021,Gonorrhea,25-29,3337,1015.0,328759
45,South Carolina,SC,South,2021,P&S Syphilis,15-19,33,10.0,331272
45,South Carolina,SC,South,2021,P&S Syphilis,20-24,135,40.9,330201
45,South Carolina,SC,South,2021,P&S Syphilis,25-29,190,57.8,328759
46,South Dakota,SD,Midwest,2021,Chlamydia,15-19,1172,1923.5,60931
46,South Dakota,SD,Midwest,2021,Chlamydia,20-24,1625,2740.1,59304
46,South Dakota,SD,Midwest,2021,Chlamydia,25-29,890,1582.3,56247
46,South Dakota,SD,Midwest,2021,Gonorrhea,15-19,424,695.9,60931
46,South Dakota,SD,Midwest,2021,Gonorrhea,20-24,659,1111.2,59304
46,South Dakota,SD,Midwest,2021,Gonorrhea,25-29,694,1233.8,56247
46,South Dakota,SD,Midwest,2021,P&S Syphilis,15-19,23,37.7,60931
46,South Dakota,SD,Midwest,2021,P&S Syphilis,20-24,58,97.8,59304
46,South Dakota,SD,Midwest,2021,P&S Syphilis,25-29,100,177.8,56247
47,Tennessee,TN,South,2021,Chlamydia,15-19,9802,2240.7,437453
47,Tennessee,TN,South,2021,Chlamydia,20-24,14627,3254.4,449453
47,Tennessee,TN,South,2021,Chlamydia,25-29,7492,1557.4,481058
47,Tennessee,TN,South,2021,Gonorrhea,15-19,3164,723.3,437453
47,Tennessee,TN,South,2021,Gonorrhea,20-24,5362,1193.0,449453
47,Tennessee,TN,South,2021,Gonorrhea,25-29,4056,843.1,481058
47,Tennessee,TN,South,2021,P&S Syphilis,15-19,56,12.8,437453
47,Tennessee,TN,South,2021,P&S Syphilis,20-24,133,29.6,449453
47,Tennessee,TN,South,2021,P&S Syphilis,25-29,192,39.9,481058
48,Texas,TX,South,2021,Chlamydia,15-19,35472,1673.1,2120136
48,Texas,TX,South,2021,Chlamydia,20-24,53805,2649.5,2030761
48,Texas,TX,South,2021,Chlamydia,25-29,28306,1345.3,2104066
48,Texas,TX,South,2021,Gonorrhea,15-19,10866,512.5,2120136
48,Texas,TX,South,2021,Gonorrhea,20-24,18354,903.8,2030761
48,Texas,TX,South,2021,Gonorrhea,25-29,13391,636.4,2104066
48,Texas,TX,South,2021,P&S Syphilis,15-19,218,10.3,2120136
48,Texas,TX,South,2021,P&S Syphilis,20-24,702,34.6,2030761
48,Texas,TX,South,2021,P&S Syphilis,25-29,827,39.3,2104066
49,Utah,UT,West,2021,Chlamydia,15-19,2387,882.9,270359
49,Utah,UT,West,2021,Chlamydia,20-24,4067,1467.9,277062
49,Utah,UT,West,2021,Chlamydia,25-29,2092,823.0,254192
49,Utah,UT,West,2021,Gonorrhea,15-19,351,129.8,270359
49,Utah,UT,West,2021,Gonorrhea,20-24,754,272.1,277062
49,Utah,UT,West,2021,Gonorrhea,25-29,756,297.4,254192
49,Utah,UT,West,2021,P&S Syphilis,15-19,4,1.5,270359
49,Utah,UT,West,2021,P&S Syphilis,20-24,28,10.1,277062
49,Utah,UT,West,2021,P&S Syphilis,25-29,32,12.6,254192
50,Vermont,VT,Northeast,2021,Chlamydia,15-19,202,472.4,42760
50,Vermont,VT,Northeast,2021,Chlamydia,20-24,357,787.0,45362
50,Vermont,VT,Northeast,2021,Chlamydia,25-29,164,425.8,38516
50,Vermont,VT,Northeast,2021,Gonorrhea,15-19,13,30.4,42760
50,Vermont,VT,Northeast,2021,Gonorrhea,20-24,34,75.0,45362
50,Vermont,VT,Northeast,2021,Gonorrhea,25-29,33,85.7,38516
50,Vermont,VT,Northeast,2021,P&S Syphilis,15-19,0,0.0,42760
50,Vermont,VT,Northeast,2021,P&S Syphilis,20-24,1,2.2,45362
50,Vermont,VT,Northeast,2021,P&S Syphilis,25-29,0,0.0,38516
51,Virginia,VA,South,2021,Chlamydia,15-19,4769,856.7,556671
51,Virginia,VA,South,2021,Chlamydia,20-24,17302,3022.6,572421
51,Virginia,VA,South,2021,Chlamydia,25-29,9162,1575.5,581530
51,Virginia,VA,South,2021,Gonorrhea,15-19,1050,188.6,556671
51,Virginia,VA,South,2021,Gonorrhea,20-24,4217,736.7,572421
51,Virginia,VA,South,2021,Gonorrhea,25-29,3295,566.6,581530
51,Virginia,VA,South,2021,P&S Syphilis,15-19,14,2.5,556671
51,Virginia,VA,South,2021,P&S Syphilis,20-24,104,18.2,572421
51,Virginia,VA,South,2021,P&S Syphilis,25-29,128,22.0,581530
53,Washington,WA,West,2021,Chlamydia,15-19,5801,1262.1,459631
53,Washington,WA,West,2021,Chlamydia,20-24,10388,2178.6,476820
53,Washington,WA,West,2021,Chlamydia,25-29,5657,1003.0,564008
53,Washington,WA,West,2021,Gonorrhea,15-19,907,197.3,459631
53,Washington,WA,West,2021,Gonorrhea,20-24,2219,465.4,476820
53,Washington,WA,West,2021,Gonorrhea,25-29,2296,407.1,564008
53,Washington,WA,West,2021,P&S Syphilis,15-19,33,7.2,459631
53,Washington,WA,West,2021,P&S Syphilis,20-24,154,32.3,476820
53,Washington,WA,West,2021,P&S Syphilis,25-29,240,42.6,564008
54,West Virginia,WV,South,2021,Chlamydia,15-19,1320,1227.3,107553
54,West Virginia,WV,South,2021,Chlamydia,20-24,2129,1925.8,110551
54,West Virginia,WV,South,2021,Chlamydia,25-29,835,788.8,105857
54,West Virginia,WV,South,2021,Gonorrhea,15-19,191,177.6,107553
54,West Virginia,WV,South,2021,Gonorrhea,20-24,403,364.5,110551
54,West Virginia,WV,South,2021,Gonorrhea,25-29,337,318.4,105857
54,West Virginia,WV,South,2021,P&S Syphilis,15-19,8,7.4,107553
54,West Virginia,WV,South,2021,P&S Syphilis,20-24,24,21.7,110551
54,West Virginia,WV,South,2021,P&S Syphilis,25-29,39,36.8,105857
55,Wisconsin,WI,Midwest,2021,Chlamydia,15-19,7073,1825.8,387392
55,Wisconsin,WI,Midwest,2021,Chlamydia,20-24,10355,2631.6,393487
55,Wisconsin,WI,Midwest,2021,Chlamydia,25-29,5175,1387.6,372946
55,Wisconsin,WI,Midwest,2021,Gonorrhea,15-19,2136,551.4,387392
55,Wisconsin,WI,Midwest,2021,Gonorrhea,20-24,2720,691.2,393487
55,Wisconsin,WI,Midwest,2021,Gonorrhea,25-29,2071,555.3,372946
55,Wisconsin,WI,Midwest,2021,P&S Syphilis,15-19,27,7.0,387392
55,Wisconsin,WI,Midwest,2021,P&S Syphilis,20-24,108,27.4,393487
55,Wisconsin,WI,Midwest,2021,P&S Syphilis,25-29,143,38.3,372946
56,Wyoming,WY,West,2021,Chlamydia,15-19,578,1511.9,38230
56,Wyoming,WY,West,2021,Chlamydia,20-24,795,2111.8,37646
56,Wyoming,WY,West,2021,Chlamydia,25-29,327,922.1,35463
56,Wyoming,WY,West,2021,Gonorrhea,15-19,54,141.2,38230
56,Wyoming,WY,West,2021,Gonorrhea,20-24,142,377.2,37646
56,Wyoming,WY,West,2021,Gonorrhea,25-29,99,279.2,35463
56,Wyoming,WY,West,2021,P&S Syphilis,15-19,0,0.0,38230
56,Wyoming,WY,West,2021,P&S Syphilis,20-24,5,13.3,37646
56,Wyoming,WY,West,2021,P&S Syphilis,25-29,2,5.6,35463
01,Alabama,AL,South,2020,Chlamydia,15-19,7979,2463.1,323941
01,Alabama,AL,South,2020,Chlamydia,20-24,10270,3154.1,325608
01,Alabama,AL,South,2020,Chlamydia,25-29,4662,1402.0,332525
01,Alabama,AL,South,2020,Gonorrhea,15-19,3004,927.3,323941
01,Alabama,AL,South,2020,Gonorrhea,20-24,4562,1401.1,325608
01,Alabama,AL,South,2020,Gonorrhea,25-29,2947,886.2,332525
01,Alabama,AL,South,2020,P&S Syphilis,15-19,29,9.0,323941
01,Alabama,AL,South,2020,P&S Syphilis,20-24,105,32.2,325608
01,Alabama,AL,South,2020,P&S Syphilis,25-29,118,35.5,332525
02,Alaska,AK,West,2020,Chlamydia,15-19,1039,2269.8,45775
02,Alaska,AK,West,2020,Chlamydia,20-24,1696,3380.4,50172
02,Alaska,AK,West,2020,Chlamydia,25-29,976,1693.4,57636
02,Alaska,AK,West,2020,Gonorrhea,15-19,227,495.9,45775
02,Alaska,AK,West,2020,Gonorrhea,20-24,498,992.6,50172
02,Alaska,AK,West,2020,Gonorrhea,25-29,396,687.1,57636
02,Alaska,AK,West,2020,P&S Syphilis,15-19,4,8.7,45775
02,Alaska,AK,West,2020,P&S Syphilis,20-24,22,43.9,50172
02,Alaska,AK,West,2020,P&S Syphilis,25-29,28,48.6,57636
04,Arizona,AZ,West,2020,Chlamydia,15-19,8218,1727.7,475661
04,Arizona,AZ,West,2020,Chlamydia,20-24,13697,2850.8,480462
04,Arizona,AZ,West,2020,Chlamydia,25-29,7235,1447.3,499896
04,Arizona,AZ,West,2020,Gonorrhea,15-19,2112,444.0,475661
04,Arizona,AZ,West,2020,Gonorrhea,20-24,4007,834.0,480462
04,Arizona,AZ,West,2020,Gonorrhea,25-29,3468,693.8,499896
04,Arizona,AZ,West,2020,P&S Syphilis,15-19,76,16.0,475661
04,Arizona,AZ,West,2020,P&S Syphilis,20-24,230,47.9,480462
04,Arizona,AZ,West,2020,P&S Syphilis,25-29,285,57.0,499896
05,Arkansas,AR,South,2020,Chlamydia,15-19,4887,2444.3,199935
05,Arkansas,AR,South,2020,Chlamydia,20-24,6003,3042.0,197337
05,Arkansas,AR,South,2020,Chlamydia,25-29,2649,1340.3,197642
05,Arkansas,AR,South,2020,Gonorrhea,15-19,1641,820.8,199935
05,Arkansas,AR,South,2020,Gonorrhea,20-24,2429,1230.9,197337
05,Arkansas,AR,South,2020,Gonorrhea,25-29,1480,748.8,197642
05,Arkansas,AR,South,2020,P&S Syphilis,15-19,37,18.5,199935
05,Arkansas,AR,South,2020,P&S Syphilis,20-24,85,43.1,197337
05,Arkansas,AR,South,2020,P&S Syphilis,25-29,105,53.1,197642
06,California,CA,West,2020,Chlamydia,15-19,30006,1163.0,2580052
06,California,CA,West,2020,Chlamydia,20-24,61635,2384.1,2585252
06,California,CA,West,2020,Chlamydia,25-29,38291,1289.6,2969215
06,California,CA,West,2020,Gonorrhea,15-19,6822,264.4,2580052
06,California,CA,West,2020,Gonorrhea,20-24,17083,660.8,2585252
06,California,CA,West,2020,Gonorrhea,25-29,17781,598.9,2969215
06,California,CA,West,2020,P&S Syphilis,15-19,257,10.0,2580052
06,California,CA,West,2020,P&S Syphilis,20-24,1043,40.3,2585252
06,California,CA,West,2020,P&S Syphilis,25-29,1565,52.7,2969215
08,Colorado,CO,West,2020,Chlamydia,15-19,6472,1740.6,371826
08,Colorado,CO,West,2020,Chlamydia,20-24,9196,2463.2,373335
08,Colorado,CO,West,2020,Chlamydia,25-29,4726,1054.3,448260
08,Colorado,CO,West,2020,Gonorrhea,15-19,1386,372.8,371826
08,Colorado,CO,West,2020,Gonorrhea,20-24,2249,602.4,373335
08,Colorado,CO,West,2020,Gonorrhea,25-29,1934,431.4,448260
08,Colorado,CO,West,2020,P&S Syphilis,15-19,27,7.3,371826
08,Colorado,CO,West,2020,P&S Syphilis,20-24,77,20.6,373335
08,Colorado,CO,West,2020,P&S Syphilis,25-29,140,31.2,448260
09,Connecticut,CT,Northeast,2020,Chlamydia,15-19,3098,1272.0,243553
09,Connecticut,CT,Northeast,2020,Chlamydia,20-24,4731,1980.5,238879
09,Connecticut,CT,Northeast,2020,Chlamydia,25-29,2330,1044.2,223137
09,Connecticut,CT,Northeast,2020,Gonorrhea,15-19,600,246.4,243553
09,Connecticut,CT,Northeast,2020,Gonorrhea,20-24,1243,520.3,238879
09,Connecticut,CT,Northeast,2020,Gonorrhea,25-29,997,446.8,223137
09,Connecticut,CT,Northeast,2020,P&S Syphilis,15-19,12,4.9,243553
09,Connecticut,CT,Northeast,2020,P&S Syphilis,20-24,36,15.1,238879
09,Connecticut,CT,Northeast,2020,P&S Syphilis,25-29,53,23.8,223137
10,Delaware,DE,South,2020,Chlamydia,15-19,1321,2129.4,62036
10,Delaware,DE,South,2020,Chlamydia,20-24,1835,3213.0,57112
10,Delaware,DE,South,2020,Chlamydia,25-29,839,1326.7,63240
10,Delaware,DE,South,2020,Gonorrhea,15-19,196,316.0,62036
10,Delaware,DE,South,2020,Gonorrhea,20-24,412,721.4,57112
10,Delaware,DE,South,2020,Gonorrhea,25-29,307,485.4,63240
10,Delaware,DE,South,2020,P&S Syphilis,15-19,4,6.4,62036
10,Delaware,DE,South,2020,P&S Syphilis,20-24,14,24.5,57112
10,Delaware,DE,South,2020,P&S Syphilis,25-29,18,28.5,63240
11,District of Columbia,DC,South,2020,Chlamydia,15-19,1330,3704.7,35900
11,District of Columbia,DC,South,2020,Chlamydia,20-24,1750,3572.7,48983
11,District of Columbia,DC,South,2020,Chlamydia,25-29,1458,1878.1,77632
11,District of Columbia,DC,South,2020,Gonorrhea,15-19,455,1267.4,35900
11,District of Columbia,DC,South,2020,Gonorrhea,20-24,817,1668.0,48983
11,District of Columbia,DC,South,2020,Gonorrhea,25-29,939,1209.5,77632
11,District of Columbia,DC,South,2020,P&S Syphilis,15-19,7,19.5,35900
11,District of Columbia,DC,South,2020,P&S Syphilis,20-24,29,59.2,48983
11,District of Columbia,DC,South,2020,P&S Syphilis,25-29,51,65.7,77632
12,Florida,FL,South,2020,Chlamydia,15-19,25157,2058.9,1221866
12,Florida,FL,South,2020,Chlamydia,20-24,35849,2889.5,1240664
12,Florida,FL,South,2020,Chlamydia,25-29,18559,1362.3,1362328
12,Florida,FL,South,2020,Gonorrhea,15-19,6472,529.7,1221866
12,Florida,FL,South,2020,Gonorrhea,20-24,11204,903.1,1240664
12,Florida,FL,South,2020,Gonorrhea,25-29,8535,626.5,1362328
12,Florida,FL,South,2020,P&S Syphilis,15-19,171,14.0,1221866
12,Florida,FL,South,2020,P&S Syphilis,20-24,556,44.8,1240664
12,Florida,FL,South,2020,P&S Syphilis,25-29,646,47.4,1362328
13,Georgia,GA,South,2020,Chlamydia,15-19,17143,2293.4,747493
13,Georgia,GA,South,2020,Chlamydia,20-24,23033,3218.7,715599
13,Georgia,GA,South,2020,Chlamydia,25-29,11478,1531.2,749608
13,Georgia,GA,South,2020,Gonorrhea,15-19,3464,463.4,747493
13,Georgia,GA,South,2020,Gonorrhea,20-24,6683,933.9,715599
13,Georgia,GA,South,2020,Gonorrhea,25-29,5331,711.2,749608
13,Georgia,GA,South,2020,P&S Syphilis,15-19,70,9.4,747493
13,Georgia,GA,South,2020,P&S Syphilis,20-24,289,40.4,715599
13,Georgia,GA,South,2020,P&S Syphilis,25-29,401,53.5,749608
15,Hawaii,HI,West,2020,Chlamydia,15-19,1144,1442.2,79323
15,Hawaii,HI,West,2020,Chlamydia,20-24,2746,3068.9,89478
15,Hawaii,HI,West,2020,Chlamydia,25-29,1427,1422.9,100288
15,Hawaii,HI,West,2020,Gonorrhea,15-19,142,179.0,79323
15,Hawaii,HI,West,2020,Gonorrhea,20-24,383,428.0,89478
15,Hawaii,HI,West,2020,Gonorrhea,25-29,287,286.2,100288
15,Hawaii,HI,West,2020,P&S Syphilis,15-19,6,7.6,79323
15,Hawaii,HI,West,2020,P&S Syphilis,20-24,22,24.6,89478
15,Hawaii,HI,West,2020,P&S Syphilis,25-29,27,26.9,100288
16,Idaho,ID,West,2020,Chlamydia,15-19,1713,1311.7,130594
16,Idaho,ID,West,2020,Chlamydia,20-24,2410,2025.1,119006
16,Idaho,ID,West,2020,Chlamydia,25-29,1032,853.8,120871
16,Idaho,ID,West,2020,Gonorrhea,15-19,203,155.4,130594
16,Idaho,ID,West,2020,Gonorrhea,20-24,449,377.3,119006
16,Idaho,ID,West,2020,Gonorrhea,25-29,288,238.3,120871
16,Idaho,ID,West,2020,P&S Syphilis,15-19,6,4.6,130594
16,Idaho,ID,West,2020,P&S Syphilis,20-24,8,6.7,119006
16,Idaho,ID,West,2020,P&S Syphilis,25-29,18,14.9,120871
17,Illinois,IL,Midwest,2020,Chlamydia,15-19,17368,2055.7,844870
17,Illinois,IL,Midwest,2020,Chlamydia,20-24,24644,2992.8,823443
17,Illinois,IL,Midwest,2020,Chlamydia,25-29,13637,1551.5,878956
17,Illinois,IL,Midwest,2020,Gonorrhea,15-19,5581,660.6,844870
17,Illinois,IL,Midwest,2020,Gonorrhea,20-24,8764,1064.3,823443
17,Illinois,IL,Midwest,2020,Gonorrhea,25-29,7133,811.5,878956
17,Illinois,IL,Midwest,2020,P&S Syphilis,15-19,54,6.4,844870
17,Illinois,IL,Midwest,2020,P&S Syphilis,20-24,215,26.1,823443
17,Illinois,IL,Midwest,2020,P&S Syphilis,25-29,323,36.7,878956
18,Indiana,IN,Midwest,2020,Chlamydia,15-19,9309,1999.0,465683
18,Indiana,IN,Midwest,2020,Chlamydia,20-24,12553,2675.7,469148
18,Indiana,IN,Midwest,2020,Chlamydia,25-29,5974,1314.7,454400
18,Indiana,IN,Midwest,2020,Gonorrhea,15-19,2558,549.3,465683
18,Indiana,IN,Midwest,2020,Gonorrhea,20-24,4214,898.2,469148
18,Indiana,IN,Midwest,2020,Gonorrhea,25-29,2996,659.3,454400
18,Indiana,IN,Midwest,2020,P&S Syphilis,15-19,21,4.5,465683
18,Indiana,IN,Midwest,2020,P&S Syphilis,20-24,100,21.3,469148
18,Indiana,IN,Midwest,2020,P&S Syphilis,25-29,117,25.7,454400
19,Iowa,IA,Midwest,2020,Chlamydia,15-19,4078,1865.5,218601
19,Iowa,IA,Midwest,2020,Chlamydia,20-24,5836,2599.9,224470
19,Iowa,IA,Midwest,2020,Chlamydia,25-29,2482,1223.5,202861
19,Iowa,IA,Midwest,2020,Gonorrhea,15-19,1004,459.3,218601
19,Iowa,IA,Midwest,2020,Gonorrhea,20-24,1823,812.1,224470
19,Iowa,IA,Midwest,2020,Gonorrhea,25-29,1455,717.2,202861
19,Iowa,IA,Midwest,2020,P&S Syphilis,15-19,4,1.8,218601
19,Iowa,IA,Midwest,2020,P&S Syphilis,20-24,40,17.8,224470
19,Iowa,IA,Midwest,2020,P&S Syphilis,25-29,46,22.7,202861
20,Kansas,KS,Midwest,2020,Chlamydia,15-19,4218,2054.4,205315
20,Kansas,KS,Midwest,2020,Chlamydia,20-24,5670,2693.9,210476
20,Kansas,KS,Midwest,2020,Chlamydia,25-29,2417,1254.0,192743
20,Kansas,KS,Midwest,2020,Gonorrhea,15-19,1052,512.4,205315
20,Kansas,KS,Midwest,2020,Gonorrhea,20-24,1664,790.6,210476
20,Kansas,KS,Midwest,2020,Gonorrhea,25-29,1056,547.9,192743
20,Kansas,KS,Midwest,2020,P&S Syphilis,15-19,5,2.4,205315
20,Kansas,KS,Midwest,2020,P&S Syphilis,20-24,26,12.4,210476
20,Kansas,KS,Midwest,2020,P&S Syphilis,25-29,36,18.7,192743
21,Kentucky,KY,South,2020,Chlamydia,15-19,4884,1668.7,292683
21,Kentucky,KY,South,2020,Chlamydia,20-24,7004,2362.2,296503
21,Kentucky,KY,South,2020,Chlamydia,25-29,3378,1121.7,301150
21,Kentucky,KY,South,2020,Gonorrhea,15-19,1215,415.1,292683
21,Kentucky,KY,South,2020,Gonorrhea,20-24,2342,789.9,296503
21,Kentucky,KY,South,2020,Gonorrhea,25-29,1765,586.1,301150
21,Kentucky,KY,South,2020,P&S Syphilis,15-19,14,4.8,292683
21,Kentucky,KY,South,2020,P&S Syphilis,20-24,74,25.0,296503
21,Kentucky,KY,South,2020,P&S Syphilis,25-29,73,24.2,301150
22,Louisiana,LA,South,2020,Chlamydia,15-19,10456,3501.4,298623
22,Louisiana,LA,South,2020,Chlamydia,20-24,12074,4021.9,300206
22,Louisiana,LA,South,2020,Chlamydia,25-29,5306,1656.0,320411
22,Louisiana,LA,South,2020,Gonorrhea,15-19,3463,1159.7,298623
22,Louisiana,LA,South,2020,Gonorrhea,20-24,4861,1619.2,300206
22,Louisiana,LA,South,2020,Gonorrhea,25-29,2904,906.3,320411
22,Louisiana,LA,South,2020,P&S Syphilis,15-19,64,21.4,298623
22,Louisiana,LA,South,2020,P&S Syphilis,20-24,146,48.6,300206
22,Louisiana,LA,South,2020,P&S Syphilis,25-29,154,48.1,320411
23,Maine,ME,Northeast,2020,Chlamydia,15-19,371,467.2,79409
23,Maine,ME,Northeast,2020,Chlamydia,20-24,575,772.4,74443
23,Maine,ME,Northeast,2020,Chlamydia,25-29,275,343.9,79965
23,Maine,ME,Northeast,2020,Gonorrhea,15-19,57,71.8,79409
23,Maine,ME,Northeast,2020,Gonorrhea,20-24,135,181.3,74443
23,Maine,ME,Northeast,2020,Gonorrhea,25-29,115,143.8,79965
23,Maine,ME,Northeast,2020,P&S Syphilis,15-19,1,1.3,79409
